No,Source,Name,ID,rho,Es,fr,cbot,fcm,fctm,Ecm,sigs,phi,w
3590,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,463,10,0.34
3591,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,483,10,0.39
3623,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,208,14,0.1
3624,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,172,14,0.1
3625,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,194,14,0.11
3626,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,211,14,0.12
3627,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,225,14,0.13
3628,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,239,14,0.15
3629,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,255,14,0.16
3630,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,278,14,0.19
3631,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,306,14,0.23
3632,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-1,15.393804,196.3166667,2,43,67.2,3.09,41.83,334,14,0.26
3669,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-2,15.393804,196.3166667,2,43,67.2,3.09,41.83,277,14,0.17
3670,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-2,15.393804,196.3166667,2,43,67.2,3.09,41.83,255,14,0.17
3671,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-2,15.393804,196.3166667,2,43,67.2,3.09,41.83,292,14,0.2
3672,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-2,15.393804,196.3166667,2,43,67.2,3.09,41.83,309,14,0.23
3673,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-2,15.393804,196.3166667,2,43,67.2,3.09,41.83,338,14,0.26
3699,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,255,14,0.16
3700,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,195,14,0.16
3701,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,256,14,0.19
3702,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,286,14,0.23
3703,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,312,14,0.27
3704,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-14-3,15.393804,196.3166667,2,43,67.2,3.09,41.83,338,14,0.31
3742,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-1,31.41592654,197.5,2,40,67.2,3.09,41.83,162,20,0.09
3743,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-1,31.41592654,197.5,2,40,67.2,3.09,41.83,146,20,0.09
3744,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-1,31.41592654,197.5,2,40,67.2,3.09,41.83,161,20,0.1
3745,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-1,31.41592654,197.5,2,40,67.2,3.09,41.83,197,20,0.12
3788,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-2,31.41592654,197.5,2,40,67.2,3.09,41.83,207,20,0.12
3789,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-2,31.41592654,197.5,2,40,67.2,3.09,41.83,195,20,0.12
3790,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-2,31.41592654,197.5,2,40,67.2,3.09,41.83,207,20,0.12
3827,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-3,31.41592654,197.5,2,40,67.2,3.09,41.83,187,20,0.12
3828,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-3,31.41592654,197.5,2,40,67.2,3.09,41.83,174,20,0.12
3829,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-20-3,31.41592654,197.5,2,40,67.2,3.09,41.83,187,20,0.12
3856,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-1,7.853981634,200.5333333,2,45,87.1,4.69,41.33,471,10,0.27
3857,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-1,7.853981634,200.5333333,2,45,87.1,4.69,41.33,429,10,0.27
3858,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-1,7.853981634,200.5333333,2,45,87.1,4.69,41.33,465,10,0.29
3859,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-1,7.853981634,200.5333333,2,45,87.1,4.69,41.33,498,10,0.31
3874,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,502,10,0.33
3875,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,353,10,0.33
3876,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,430,10,0.38
3877,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,460,10,0.42
3878,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,494,10,0.47
3879,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-10-2,7.853981634,200.5333333,2,45,87.1,4.69,41.33,519,10,0.51
3915,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-1,15.393804,196.3166667,2,43,87.1,4.69,41.33,326,14,0.22
3916,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-1,15.393804,196.3166667,2,43,87.1,4.69,41.33,310,14,0.22
3945,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-2,15.393804,196.3166667,2,43,87.1,4.69,41.33,291,14,0.21
3946,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-2,15.393804,196.3166667,2,43,87.1,4.69,41.33,281,14,0.21
3947,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-2,15.393804,196.3166667,2,43,87.1,4.69,41.33,292,14,0.23
3948,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-2,15.393804,196.3166667,2,43,87.1,4.69,41.33,324,14,0.27
3949,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-2,15.393804,196.3166667,2,43,87.1,4.69,41.33,350,14,0.31
3981,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-3,15.393804,196.3166667,2,43,87.1,4.69,41.33,278,14,0.2
3982,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-3,15.393804,196.3166667,2,43,87.1,4.69,41.33,262,14,0.2
3983,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-3,15.393804,196.3166667,2,43,87.1,4.69,41.33,298,14,0.23
3984,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-14-3,15.393804,196.3166667,2,43,87.1,4.69,41.33,329,14,0.26
4024,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-20-1,31.41592654,197.5,2,40,87.1,4.69,41.33,183,20,0.12
4025,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-20-1,31.41592654,197.5,2,40,87.1,4.69,41.33,172,20,0.12
4026,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H52-20-1,31.41592654,197.5,2,40,87.1,4.69,41.33,204,20,0.14
